file_path,alpha,beta,k,measurement,runtime,score
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,15,3,0.42260003089904785,24941
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,15,4,0.7436249256134033,26150
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,15,5,0.4544382095336914,24377
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,30,1,0.5364491939544678,22940
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,30,2,0.4774010181427002,22689
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,30,3,0.42126011848449707,22748
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,30,4,0.5924148559570312,24274
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,30,5,0.7786691188812256,24034
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,45,1,0.4906880855560303,22179
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,45,2,0.4599778652191162,21885
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,45,3,0.49114131927490234,21725
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,45,4,0.5432488918304443,21327
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,45,5,0.44011425971984863,21684
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,60,1,0.454833984375,21398
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,60,2,0.5436630249023438,22712
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,60,3,0.5625200271606445,21735
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,60,4,0.5045661926269531,21139
data/inst_tuning/heur059_n_300_m_7867.txt,.60,1.00,60,5,0.4842870235443115,21416
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,15,1,0.45415306091308594,26659
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,15,2,0.41411828994750977,25881
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,15,3,0.4564950466156006,26010
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,15,4,0.4204399585723877,26210
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,15,5,0.39754414558410645,25842
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,30,1,0.5144729614257812,23763
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,30,2,0.44252490997314453,21580
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,30,3,0.491117000579834,22880
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,30,4,0.4901871681213379,22988
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,30,5,0.5359139442443848,23867
data/inst_tuning/heur059_n_300_m_7867.txt,.80,.60,45,1,0.5346770286560059,22445
